industry_code,industry_name,sa2_code,sa2_name,non_employing,1_to_4_employees,5_to_19_employees,20_to_199_employees,200_to_more_employees,total
D,"Electricity, Gas, Water and Waste Services",308031212,Mount Morgan,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031213,Norman Gardens,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",308031214,Park Avenue,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031215,Parkhurst - Kawana,0,0,3,0,0,4
D,"Electricity, Gas, Water and Waste Services",308031216,Rockhampton - West,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031217,Rockhampton City,3,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",308031218,Rockhampton Surrounds - East,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031219,Rockhampton Surrounds - North,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031220,Rockhampton Surrounds - West,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031221,Shoalwater Bay,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308031222,The Range - Allenstown,4,3,0,0,0,7
D,"Electricity, Gas, Water and Waste Services",308031223,Yeppoon,3,5,0,0,0,8
D,"Electricity, Gas, Water and Waste Services",308041528,Banana,7,0,0,0,0,9
D,"Electricity, Gas, Water and Waste Services",308041529,Biloela,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051530,Agnes Water - Miriam Vale,3,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",308051531,Boyne Island - Tannum Sands,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051532,Callemondah,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051533,Clinton - New Auckland,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051534,Gladstone,0,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",308051535,Gladstone Hinterland,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",308051536,Kin Kora - Sun Valley,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051537,South Trees,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051538,Telina - Toolooa,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",308051539,West Gladstone,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309011224,Broadbeach Waters,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309011225,Burleigh Heads,0,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309011226,Burleigh Waters,6,0,3,0,0,9
D,"Electricity, Gas, Water and Waste Services",309011227,Mermaid Beach - Broadbeach,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309011228,Mermaid Waters,4,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",309011229,Miami,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",309021230,Coolangatta,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309021231,Currumbin - Tugun,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309021232,Currumbin Waters,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309021233,Elanora,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309021234,Palm Beach,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309031235,Arundel,4,0,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309031236,Biggera Waters,4,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",309031237,Coombabah,0,0,3,0,0,4
D,"Electricity, Gas, Water and Waste Services",309031238,Labrador,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309031239,Paradise Point - Hollywell,4,3,0,3,0,9
D,"Electricity, Gas, Water and Waste Services",309031240,Runaway Bay,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309041241,Guanaba - Springbrook,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",309041242,Tamborine - Canungra,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309051243,Currumbin Valley - Tallebudgera,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309051244,Mudgeeraba - Bonogin,0,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",309051245,Reedy Creek - Andrews,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309061246,Carrara,0,0,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",309061247,Highland Park,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309061248,Nerang - Mount Nathan,3,4,3,0,0,8
D,"Electricity, Gas, Water and Waste Services",309061249,Pacific Pines - Gaven,0,3,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",309061250,Worongary - Tallai,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309071251,Coomera,0,4,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",309071252,Helensvale,5,6,3,0,0,13
D,"Electricity, Gas, Water and Waste Services",309071253,Hope Island,3,4,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309071254,Jacobs Well - Alberton,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309071256,Oxenford - Maudsland,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309071552,Ormeau (East) - Stapylton,5,0,3,3,0,10
D,"Electricity, Gas, Water and Waste Services",309071553,Ormeau (West) - Yatala,5,3,3,3,0,13
D,"Electricity, Gas, Water and Waste Services",309071554,Pimpama - North,3,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",309071555,Pimpama - South,3,3,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",309071556,Upper Coomera (South) - Wongawallan,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309071557,Upper Coomera - North,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309071558,Willow Vale - Pimpama (West),3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309081259,Clear Island Waters,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",309081260,Merrimac,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309081262,Varsity Lakes,3,3,3,0,0,5
D,"Electricity, Gas, Water and Waste Services",309081559,Robina - East,5,0,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309081560,Robina - West,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309091263,Ashmore,3,0,3,0,0,5
D,"Electricity, Gas, Water and Waste Services",309091264,Molendinar,5,3,3,0,0,8
D,"Electricity, Gas, Water and Waste Services",309091265,Parkwood,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309091540,Southport - North,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309091541,Southport - South,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",309101267,Benowa,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309101268,Bundall,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309101269,Main Beach,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",309101561,Surfers Paradise - North,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",309101562,Surfers Paradise - South,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310011271,Darra - Sumner,0,0,4,3,0,6
D,"Electricity, Gas, Water and Waste Services",310011272,Durack,4,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",310011274,Inala - Richlands,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310011275,Oxley (Qld),0,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",310011276,Wacol,0,0,3,0,0,4
D,"Electricity, Gas, Water and Waste Services",310011563,Doolandella,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310011564,Forest Lake - Ellen Grove,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310021277,Boonah,3,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",310021278,Esk,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310021279,Lake Manchester - England Creek,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310021280,Lockyer Valley - East,3,3,0,0,0,8
D,"Electricity, Gas, Water and Waste Services",310021281,Lowood,3,0,0,0,0,7
D,"Electricity, Gas, Water and Waste Services",310021282,Rosewood,4,0,0,0,0,7
D,"Electricity, Gas, Water and Waste Services",310031283,Brassall,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310031284,Bundamba,3,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",310031285,Churchill - Yamanto,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310031286,Ipswich - Central,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310031287,Ipswich - East,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310031288,Ipswich - North,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310031289,Karalee - Barellan Point,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310031290,Karana Downs,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310031291,Leichhardt - One Mile,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310031292,North Ipswich - Tivoli,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310031293,Raceview,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310031294,Ripley,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310031295,Riverview,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310041297,Camira - Gailes,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310041298,Carole Park,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310041299,Collingwood Park - Redbank,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310041300,Goodna,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310041301,New Chum,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310041302,Redbank Plains,4,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",310041303,Springfield,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",310041304,Springfield Lakes,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310041565,Augustine Heights - Brookwater,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",310041566,Bellbird Park,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311011305,Beaudesert,3,3,0,3,0,7
D,"Electricity, Gas, Water and Waste Services",311021306,Beenleigh,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311021307,Eagleby,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311021308,Edens Landing - Holmview,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311021309,Mount Warren Park,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311021310,Wolffdene - Bahrs Scrub,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311031311,Boronia Heights - Park Ridge,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311031312,Browns Plains,3,3,3,0,0,6
D,"Electricity, Gas, Water and Waste Services",311031313,Chambers Flat - Logan Reserve,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311031314,Crestmead,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",311031315,Greenbank Military Camp,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311031316,Hillcrest,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",311031317,Marsden,3,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",311031318,Munruben - Park Ridge South,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311031319,Regents Park - Heritage Park,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",311041322,Logan Village,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311041567,Flagstone (East) - Riverbend,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311041568,Flagstone (West) - New Beith,3,4,0,0,0,7
D,"Electricity, Gas, Water and Waste Services",311041569,Greenbank - North Maclean,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311041570,Jimboomba - Glenlogan,11,0,0,0,0,12
D,"Electricity, Gas, Water and Waste Services",311041571,Yarrabilba,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311051323,Bethania - Waterford,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311051324,Cornubia - Carbrook,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311051325,Loganholme - Tanah Merah,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",311051326,Loganlea,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311051327,Shailer Park,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311051328,Waterford West,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311061329,Daisy Hill,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311061330,Kingston (Qld),0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311061331,Logan Central,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311061332,Rochedale South - Priestdale,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",311061333,Slacks Creek,6,0,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",311061334,Springwood,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",311061335,Underwood,0,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",311061336,Woodridge,4,0,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",312011337,Bowen,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312011338,Broadsound - Nebo,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312011339,Clermont,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312011340,Collinsville,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312011341,Moranbah,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021342,Andergrove - Beaconsfield,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",312021343,East Mackay,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021344,Eimeo - Rural View,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021345,Eungella Hinterland,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021346,Mackay,0,0,3,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021347,Mackay Harbour,0,0,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",312021348,Mount Pleasant - Glenella,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021349,North Mackay,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021350,Ooralea - Bakers Creek,0,0,3,0,0,4
D,"Electricity, Gas, Water and Waste Services",312021351,Pioneer Valley,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021352,Sarina,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021353,Seaforth - Calen,3,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",312021354,Shoal Point - Bucasia,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021355,Slade Point,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312021356,South Mackay,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",312021357,Walkerston - Eton,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",312021358,West Mackay,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312031359,Airlie - Whitsundays,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",312031360,Cape Conway,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",312031361,Proserpine,0,5,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",313011362,Beachmere - Sandstone Point,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313011363,Bribie Island,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313021364,Burpengary - East,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313021366,Caboolture - South,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313021367,Elimbah,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313021368,Morayfield - East,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",313021369,Wamuran,3,0,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",313021572,Caboolture - East,3,3,3,0,0,6
D,"Electricity, Gas, Water and Waste Services",313021573,Caboolture - West,3,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",313031370,Kilcoy,4,3,3,0,0,7
D,"Electricity, Gas, Water and Waste Services",313031371,Woodford - D'Aguilar,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313041372,Burpengary,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",313041373,Deception Bay,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313041374,Morayfield,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313041375,Narangba,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",313041376,Upper Caboolture,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",313051377,Clontarf,0,3,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",313051378,Margate - Woody Point,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",313051379,Redcliffe,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",313051380,Rothwell - Kippa-Ring,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",313051574,Moreton Island,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",313051575,Scarborough - Newport,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",314011382,Albany Creek,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",314011383,Cashmere,6,3,0,0,0,10
D,"Electricity, Gas, Water and Waste Services",314011384,Dayboro,3,3,3,0,0,9
D,"Electricity, Gas, Water and Waste Services",314011385,Eatons Hill,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",314011386,The Hills District,3,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",314011387,Samford Valley,5,3,0,0,0,9
D,"Electricity, Gas, Water and Waste Services",314021389,Murrumba Downs - Griffin,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",314021576,Dakabin,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",314021577,Kallangur,0,0,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",314021578,Mango Hill,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",314021579,North Lakes,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",314031391,Bray Park,0,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",314031392,Lawnton,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",314031393,Petrie,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",314031394,Strathpine - Brendale,4,3,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",315011395,Aurukun,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315011396,Cape York,0,0,0,3,0,4
D,"Electricity, Gas, Water and Waste Services",315011397,Croydon - Etheridge,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315011398,Kowanyama - Pormpuraaw,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315011399,Northern Peninsula,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315011400,Tablelands,0,0,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",315011401,Torres,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315011402,Torres Strait Islands,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315011403,Weipa,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315021404,Carpentaria,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",315021405,Mount Isa,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315021406,Mount Isa Surrounds,3,0,0,3,0,3
D,"Electricity, Gas, Water and Waste Services",315021407,Northern Highlands,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",315031408,Barcaldine - Blackall,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315031409,Charleville,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",315031410,Far Central West,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",315031411,Far South West,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",315031412,Longreach,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316011413,Buderim - North,4,5,4,0,0,15
D,"Electricity, Gas, Water and Waste Services",316011414,Buderim - South,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316011415,Mountain Creek,3,0,0,3,0,4
D,"Electricity, Gas, Water and Waste Services",316011416,Sippy Downs,3,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",316021417,Aroona - Currimundi,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316021418,Buddina - Minyama,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316021419,Caloundra - Kings Beach,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316021421,Golden Beach - Pelican Waters,3,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",316021422,Moffat Beach - Battery Hill,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316021423,Parrearra - Warana,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316021424,Wurtulla - Birtinya,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316021580,Caloundra West - Baringa,0,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",316021581,Meridan Plains - Little Mountain (North),3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316031425,Coolum Beach,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316031426,Marcoola - Mudjimba,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316031427,Maroochydore - Kuluin,3,3,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",316031428,Mooloolaba - Alexandra Headland,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",316051434,Noosa Heads,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316051435,Noosaville,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316051437,Sunshine Beach,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316051438,Tewantin,4,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",316051543,Peregian Beach - Marcus Beach,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316051544,Peregian Springs,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316061439,Beerwah,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",316061440,Caloundra Hinterland,0,3,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",316061441,Glass House Mountains,4,0,0,0,0,5
D,"Electricity, Gas, Water and Waste Services",316061442,Landsborough,3,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",316061443,Maroochy Hinterland,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316061444,Palmwoods,3,0,0,3,0,6
D,"Electricity, Gas, Water and Waste Services",316071545,Bli Bli,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316071546,Diddillibah - Rosemount,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",316071547,Eumundi - Yandina,4,4,3,3,0,12
D,"Electricity, Gas, Water and Waste Services",316071548,Nambour,3,0,0,3,0,6
D,"Electricity, Gas, Water and Waste Services",316081549,Noosa Hinterland,4,3,0,0,0,10
D,"Electricity, Gas, Water and Waste Services",317011445,Cambooya - Wyreema,4,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",317011446,Darling Heights,0,0,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",317011447,Drayton - Harristown,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",317011448,Gatton,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",317011449,Gowrie (Qld),3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",317011450,Highfields,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",317011451,Lockyer Valley - West,4,3,0,0,0,6
D,"Electricity, Gas, Water and Waste Services",317011452,Middle Ridge,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",317011453,Newtown (Qld),0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",317011454,North Toowoomba - Harlaxton,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",317011455,Rangeville,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",317011456,Toowoomba - Central,0,0,3,0,0,4
D,"Electricity, Gas, Water and Waste Services",317011457,Toowoomba - East,3,3,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",317011458,Toowoomba - West,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",317011459,Wilsonton,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318011460,Ayr,0,0,0,0,0,4
D,"Electricity, Gas, Water and Waste Services",318011461,Burdekin,3,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318011462,Charters Towers,0,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318011463,Dalrymple,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318011464,Ingham,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318011465,Ingham Surrounds,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318011466,Palm Island,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021467,Aitkenvale,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021468,Annandale (Qld),0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021469,Belgian Gardens - Pallarenda,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021470,Bohle Plains,3,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021471,Condon - Rasmussen,0,3,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021472,Cranbrook,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021474,Douglas,0,0,3,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021475,Garbutt - West End,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021476,Gulliver - Currajong - Vincent,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021477,Heatley,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021478,Hermit Park - Rosslea,0,0,3,0,0,4
D,"Electricity, Gas, Water and Waste Services",318021479,Hyde Park - Pimlico,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021480,Kelso,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021481,Kirwan - East,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021482,Kirwan - West,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021483,Magnetic Island,3,3,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021484,Mount Louisa,0,0,0,0,0,3
D,"Electricity, Gas, Water and Waste Services",318021485,Mundingburra,0,0,0,0,0,0
D,"Electricity, Gas, Water and Waste Services",318021486,Northern Beaches,0,0,3,0,0,3
